id,usuario,comentario,categoria,sentimiento,puede_votar,cuenta_verificada,dias_cuenta,voto
805,@user_0805,la restricción de voto protege el resultado.,a_favor_restriccion,positivo,1,0,1187,a_favor_de_restringir
806,@user_0806,no es justo que no todos puedan votar!,queja,negativo,0,0,21,sin_permiso
807,@user_0807,soy alumno y aun asi no puedo emitir voto.,queja,negativo,0,0,15,sin_permiso
808,@user_0808,el botón de votar está gris qué significa pls,neutro_pregunta,neutro,1,0,714,abstencion
809,@user_0809,las cuentas nuevas no pueden votar por seguridad #encuesta,explica_regla,neutro,0,0,3,sin_permiso
810,@user_0810,alguien sabe por qué no todos pueden votar.,neutro_pregunta,neutro,1,1,845,abstencion
811,@user_0811,dónde veo si mi cuenta puede votar #encuesta,neutro_pregunta,neutro,1,1,1422,abstencion
812,@user_0812,si dejan votar a cualquiera manipulan la encuesta #voto,a_favor_restriccion,positivo,1,1,673,a_favor_de_restringir
813,@user_0813,el botón de votar está gris qué significa...,neutro_pregunta,neutro,1,1,366,abrir_voto_a_todos
814,@user_0814,hay que tener correo institucional para votar,explica_regla,neutro,1,1,938,abstencion
815,@user_0815,qué requisitos hay para poder votar.,neutro_pregunta,neutro,0,0,10,sin_permiso
816,@user_0816,staff y alumnos verificados sí pueden votar #voto,explica_regla,neutro,1,1,588,abstencion
817,@user_0817,por qué no todos pueden votar en esta encuesta,queja,negativo,0,0,9,sin_permiso
818,@user_0818,si no todos pueden votar la encuesta no es válida.,queja,negativo,0,0,12,sin_permiso
819,@user_0819,excluir gente del voto es antidemocrático #encuesta,en_contra_restriccion,negativo,0,0,1,sin_permiso
820,@user_0820,me sale error 403 al intentar votar.,queja,negativo,0,0,13,sin_permiso
821,@user_0821,hay una lista de quiénes sí votan pls,neutro_pregunta,neutro,0,0,13,sin_permiso
822,@user_0822,para votar necesitas más de 30 días de antigüedad...,explica_regla,neutro,1,1,952,abstencion
823,@user_0823,quiero votar y la plataforma me bloquea...,queja,negativo,0,0,1,sin_permiso
824,@user_0824,por qué no todos pueden votar en esta encuesta!,queja,negativo,0,0,9,sin_permiso
825,@user_0825,excluir gente del voto es antidemocrático??,en_contra_restriccion,negativo,1,1,560,abrir_voto_a_todos
826,@user_0826,sin filtro de voto gana quien tenga más bots #encuesta,a_favor_restriccion,positivo,1,1,1398,abstencion
827,@user_0827,quién sí puede votar entonces,neutro_pregunta,neutro,0,0,4,sin_permiso
828,@user_0828,solo alumnos activos del semestre pueden votar!,explica_regla,neutro,0,0,23,sin_permiso
829,@user_0829,no es justo que no todos puedan votar #voto,queja,negativo,0,0,1,sin_permiso
830,@user_0830,las cuentas nuevas no pueden votar por seguridad #voto,explica_regla,neutro,0,0,6,sin_permiso
831,@user_0831,dice que mi cuenta no tiene permiso para votar!,queja,negativo,0,0,3,sin_permiso
832,@user_0832,dice que mi cuenta no tiene permiso para votar,queja,negativo,0,0,13,sin_permiso
833,@user_0833,por qué no todos pueden votar en esta encuesta!,queja,negativo,0,0,18,sin_permiso
834,@user_0834,soy alumno y aun asi no puedo emitir voto.,queja,negativo,0,0,20,sin_permiso
835,@user_0835,yo pago inscripción y no puedo votar absurdo!,en_contra_restriccion,negativo,1,1,545,abrir_voto_a_todos
836,@user_0836,todos los alumnos deberían poder votar!,en_contra_restriccion,negativo,0,0,6,sin_permiso
837,@user_0837,aparece el mensaje: no tienes permiso para votar #encuesta,queja,negativo,0,0,22,sin_permiso
838,@user_0838,me sale error 403 al intentar votar...,queja,negativo,0,0,22,sin_permiso
839,@user_0839,el reglamento dice: no todos pueden votar,explica_regla,neutro,0,0,13,sin_permiso
840,@user_0840,sin filtro de voto gana quien tenga más bots??,a_favor_restriccion,positivo,1,1,1037,a_favor_de_restringir
841,@user_0841,abrir el voto a todos haría más legítima la encuesta??,en_contra_restriccion,negativo,1,1,418,abrir_voto_a_todos
842,@user_0842,si no todos pueden votar la encuesta no es válida,queja,negativo,0,0,25,sin_permiso
843,@user_0843,quitar la restricción ya #encuesta,en_contra_restriccion,negativo,0,0,12,sin_permiso
844,@user_0844,me sale error 403 al intentar votar.,queja,negativo,0,0,5,sin_permiso
845,@user_0845,moderación bloquea votos de cuentas recién creadas #encuesta,explica_regla,neutro,1,1,1308,abstencion
846,@user_0846,sin filtro de voto gana quien tenga más bots??,a_favor_restriccion,positivo,1,1,120,a_favor_de_restringir
847,@user_0847,esto silencia a los de nuevo ingreso,en_contra_restriccion,negativo,0,0,4,sin_permiso
848,@user_0848,hay una lista de quiénes sí votan #voto,neutro_pregunta,neutro,0,0,12,sin_permiso
849,@user_0849,intenté votar tres veces y me rechaza??,queja,negativo,0,0,12,sin_permiso
850,@user_0850,todos los alumnos deberían poder votar #encuesta,en_contra_restriccion,negativo,1,1,701,abstencion
851,@user_0851,qué requisitos hay para poder votar.,neutro_pregunta,neutro,0,0,7,sin_permiso
852,@user_0852,la regla de no todos pueden votar discrimina #encuesta,en_contra_restriccion,negativo,1,1,1367,abrir_voto_a_todos
853,@user_0853,quién sí puede votar entonces...,neutro_pregunta,neutro,1,0,432,a_favor_de_restringir
854,@user_0854,soy alumno y aun asi no puedo emitir voto??,queja,negativo,0,0,19,sin_permiso
855,@user_0855,si eres sospechoso de bot no te dejan votar,explica_regla,neutro,0,0,1,sin_permiso
856,@user_0856,está bien que no todos puedan votar así evitan bots,a_favor_restriccion,positivo,1,1,1047,a_favor_de_restringir
857,@user_0857,intenté votar tres veces y me rechaza #voto,queja,negativo,0,0,10,sin_permiso
858,@user_0858,está bien que no todos puedan votar así evitan bots #encuesta,a_favor_restriccion,positivo,1,1,676,abstencion
859,@user_0859,hay que tener correo institucional para votar #encuesta,explica_regla,neutro,0,0,28,sin_permiso
860,@user_0860,moderación bloquea votos de cuentas recién creadas,explica_regla,neutro,0,0,5,sin_permiso
861,@user_0861,excluir gente del voto es antidemocrático!,en_contra_restriccion,negativo,0,0,5,sin_permiso
862,@user_0862,por qué no todos pueden votar en esta encuesta #voto,queja,negativo,0,0,1,sin_permiso
863,@user_0863,hay que tener correo institucional para votar,explica_regla,neutro,0,0,6,sin_permiso
864,@user_0864,las cuentas nuevas no pueden votar por seguridad,explica_regla,neutro,1,1,576,abstencion
865,@user_0865,hay una lista de quiénes sí votan pls,neutro_pregunta,neutro,0,0,13,sin_permiso
866,@user_0866,esto silencia a los de nuevo ingreso #encuesta,en_contra_restriccion,negativo,1,1,886,abrir_voto_a_todos
867,@user_0867,si no todos pueden votar la encuesta no es válida...,queja,negativo,0,0,21,sin_permiso
868,@user_0868,la regla de no todos pueden votar discrimina??,en_contra_restriccion,negativo,1,1,1000,abrir_voto_a_todos
869,@user_0869,mejor pocos votos reales que mil votos falsos...,a_favor_restriccion,positivo,1,1,551,a_favor_de_restringir
870,@user_0870,dice que mi cuenta no tiene permiso para votar!,queja,negativo,0,0,2,sin_permiso
871,@user_0871,dónde veo si mi cuenta puede votar!,neutro_pregunta,neutro,0,0,24,sin_permiso
872,@user_0872,si no todos pueden votar para qué preguntan #voto,en_contra_restriccion,negativo,0,0,7,sin_permiso
873,@user_0873,quiero votar y la plataforma me bloquea??,queja,negativo,0,0,3,sin_permiso
874,@user_0874,cuántos días de cuenta necesito para votar #encuesta,neutro_pregunta,neutro,1,1,1401,abstencion
875,@user_0875,para votar necesitas más de 30 días de antigüedad.,explica_regla,neutro,0,0,17,sin_permiso
876,@user_0876,solo alumnos activos del semestre pueden votar #encuesta,explica_regla,neutro,1,0,671,a_favor_de_restringir
877,@user_0877,la restricción de voto protege el resultado??,a_favor_restriccion,positivo,1,1,1079,a_favor_de_restringir
878,@user_0878,si eres sospechoso de bot no te dejan votar!,explica_regla,neutro,0,0,23,sin_permiso
879,@user_0879,limitar el voto es necesario en este foro.,a_favor_restriccion,positivo,1,0,683,a_favor_de_restringir
880,@user_0880,sin filtro de voto gana quien tenga más bots!,a_favor_restriccion,positivo,1,1,135,a_favor_de_restringir
881,@user_0881,para votar necesitas más de 30 días de antigüedad,explica_regla,neutro,0,0,15,sin_permiso
882,@user_0882,sin filtro de voto gana quien tenga más bots!,a_favor_restriccion,positivo,1,1,836,a_favor_de_restringir
883,@user_0883,mejor pocos votos reales que mil votos falsos pls,a_favor_restriccion,positivo,1,1,409,a_favor_de_restringir
884,@user_0884,la restricción de voto protege el resultado #voto,a_favor_restriccion,positivo,1,0,888,abstencion
885,@user_0885,quién sí puede votar entonces,neutro_pregunta,neutro,0,0,8,sin_permiso
886,@user_0886,quiero votar y la plataforma me bloquea!,queja,negativo,0,0,19,sin_permiso
887,@user_0887,mejor pocos votos reales que mil votos falsos,a_favor_restriccion,positivo,1,1,783,a_favor_de_restringir
888,@user_0888,llevo poco tiempo registrado y no me deja votar pls,queja,negativo,0,0,2,sin_permiso
889,@user_0889,concuerdo: no todos deben poder votar aquí,a_favor_restriccion,positivo,1,1,155,a_favor_de_restringir
890,@user_0890,si eres sospechoso de bot no te dejan votar pls,explica_regla,neutro,0,0,7,sin_permiso
891,@user_0891,quién sí puede votar entonces.,neutro_pregunta,neutro,1,0,768,abstencion
892,@user_0892,todos los alumnos deberían poder votar #voto,en_contra_restriccion,negativo,1,1,1090,abstencion
893,@user_0893,para votar necesitas más de 30 días de antigüedad pls,explica_regla,neutro,0,0,12,sin_permiso
894,@user_0894,solo cuentas verificadas pueden votar #encuesta,explica_regla,neutro,1,0,360,abstencion
895,@user_0895,la regla de no todos pueden votar discrimina.,en_contra_restriccion,negativo,1,0,986,abrir_voto_a_todos
896,@user_0896,apoyo que solo voten cuentas verificadas!,a_favor_restriccion,positivo,1,0,715,a_favor_de_restringir
897,@user_0897,si eres sospechoso de bot no te dejan votar #encuesta,explica_regla,neutro,1,1,1155,abstencion
898,@user_0898,me sale error 403 al intentar votar,queja,negativo,0,0,1,sin_permiso
899,@user_0899,puedo recuperar el permiso de voto??,neutro_pregunta,neutro,0,0,21,sin_permiso
900,@user_0900,concuerdo: no todos deben poder votar aquí!,a_favor_restriccion,positivo,1,1,1141,a_favor_de_restringir
901,@user_0901,esto silencia a los de nuevo ingreso??,en_contra_restriccion,negativo,0,0,18,sin_permiso
902,@user_0902,dónde veo si mi cuenta puede votar #voto,neutro_pregunta,neutro,1,1,683,abrir_voto_a_todos
903,@user_0903,me sale error 403 al intentar votar,queja,negativo,0,0,27,sin_permiso
904,@user_0904,soy alumno y aun asi no puedo emitir voto...,queja,negativo,0,0,1,sin_permiso
905,@user_0905,sin filtro de voto gana quien tenga más bots??,a_favor_restriccion,positivo,1,1,908,a_favor_de_restringir
906,@user_0906,excluir gente del voto es antidemocrático!,en_contra_restriccion,negativo,0,0,12,sin_permiso
907,@user_0907,staff y alumnos verificados sí pueden votar,explica_regla,neutro,0,0,1,sin_permiso
908,@user_0908,yo pago inscripción y no puedo votar absurdo...,en_contra_restriccion,negativo,1,1,1198,abrir_voto_a_todos
909,@user_0909,moderación bloquea votos de cuentas recién creadas??,explica_regla,neutro,1,0,603,abstencion
910,@user_0910,intenté votar tres veces y me rechaza!,queja,negativo,0,0,7,sin_permiso
911,@user_0911,si dejan votar a cualquiera manipulan la encuesta pls,a_favor_restriccion,positivo,1,1,496,a_favor_de_restringir
912,@user_0912,quitar la restricción ya??,en_contra_restriccion,negativo,1,1,921,abrir_voto_a_todos
913,@user_0913,excluir gente del voto es antidemocrático!,en_contra_restriccion,negativo,0,0,2,sin_permiso
914,@user_0914,aparece el mensaje: no tienes permiso para votar #encuesta,queja,negativo,0,0,12,sin_permiso
915,@user_0915,quiero votar y la plataforma me bloquea...,queja,negativo,0,0,17,sin_permiso
916,@user_0916,la restricción de voto protege el resultado,a_favor_restriccion,positivo,1,1,227,abstencion
917,@user_0917,quiero votar y la plataforma me bloquea??,queja,negativo,0,0,1,sin_permiso
918,@user_0918,si no todos pueden votar la encuesta no es válida??,queja,negativo,0,0,20,sin_permiso
919,@user_0919,sin filtro de voto gana quien tenga más bots #voto,a_favor_restriccion,positivo,1,1,879,a_favor_de_restringir
920,@user_0920,soy alumno y aun asi no puedo emitir voto pls,queja,negativo,0,0,20,sin_permiso
921,@user_0921,quién sí puede votar entonces??,neutro_pregunta,neutro,1,1,666,abstencion
922,@user_0922,staff y alumnos verificados sí pueden votar #voto,explica_regla,neutro,0,0,3,sin_permiso
923,@user_0923,todos los alumnos deberían poder votar #encuesta,en_contra_restriccion,negativo,0,0,5,sin_permiso
924,@user_0924,no es justo que no todos puedan votar!,queja,negativo,0,0,11,sin_permiso
925,@user_0925,por qué no todos pueden votar en esta encuesta...,queja,negativo,0,0,13,sin_permiso
926,@user_0926,soy alumno y aun asi no puedo emitir voto...,queja,negativo,0,0,21,sin_permiso
927,@user_0927,solo alumnos activos del semestre pueden votar #voto,explica_regla,neutro,1,1,635,abstencion
928,@user_0928,el botón de votar está gris qué significa,neutro_pregunta,neutro,1,1,604,abrir_voto_a_todos
929,@user_0929,moderación bloquea votos de cuentas recién creadas,explica_regla,neutro,1,1,537,abstencion
930,@user_0930,abrir el voto a todos haría más legítima la encuesta??,en_contra_restriccion,negativo,1,1,612,abstencion
931,@user_0931,para votar necesitas más de 30 días de antigüedad #voto,explica_regla,neutro,0,0,18,sin_permiso
932,@user_0932,todos los alumnos deberían poder votar!,en_contra_restriccion,negativo,1,1,490,abrir_voto_a_todos
933,@user_0933,soy alumno y aun asi no puedo emitir voto??,queja,negativo,0,0,8,sin_permiso
934,@user_0934,aparece el mensaje: no tienes permiso para votar...,queja,negativo,0,0,3,sin_permiso
935,@user_0935,qué requisitos hay para poder votar,neutro_pregunta,neutro,0,0,19,sin_permiso
936,@user_0936,si eres sospechoso de bot no te dejan votar??,explica_regla,neutro,0,0,7,sin_permiso
937,@user_0937,si dejan votar a cualquiera manipulan la encuesta #voto,a_favor_restriccion,positivo,1,1,368,a_favor_de_restringir
938,@user_0938,mejor pocos votos reales que mil votos falsos!,a_favor_restriccion,positivo,1,0,1043,a_favor_de_restringir
939,@user_0939,yo pago inscripción y no puedo votar absurdo pls,en_contra_restriccion,negativo,1,1,357,abrir_voto_a_todos
940,@user_0940,intenté votar tres veces y me rechaza.,queja,negativo,0,0,1,sin_permiso
941,@user_0941,el reglamento dice: no todos pueden votar??,explica_regla,neutro,0,0,7,sin_permiso
942,@user_0942,quitar la restricción ya!,en_contra_restriccion,negativo,1,1,1495,abrir_voto_a_todos
943,@user_0943,intenté votar tres veces y me rechaza??,queja,negativo,0,0,16,sin_permiso
944,@user_0944,por qué no todos pueden votar en esta encuesta!,queja,negativo,0,0,3,sin_permiso
945,@user_0945,abrir el voto a todos haría más legítima la encuesta,en_contra_restriccion,negativo,1,0,1205,abrir_voto_a_todos
946,@user_0946,esto silencia a los de nuevo ingreso??,en_contra_restriccion,negativo,0,0,2,sin_permiso
947,@user_0947,limitar el voto es necesario en este foro pls,a_favor_restriccion,positivo,1,1,458,abstencion
948,@user_0948,quitar la restricción ya,en_contra_restriccion,negativo,0,0,12,sin_permiso
949,@user_0949,cuántos días de cuenta necesito para votar #voto,neutro_pregunta,neutro,0,0,13,sin_permiso
950,@user_0950,quién sí puede votar entonces.,neutro_pregunta,neutro,1,1,1227,abstencion
951,@user_0951,si no todos pueden votar la encuesta no es válida #encuesta,queja,negativo,0,0,20,sin_permiso
952,@user_0952,soy alumno y aun asi no puedo emitir voto pls,queja,negativo,0,0,17,sin_permiso
953,@user_0953,soy alumno y aun asi no puedo emitir voto,queja,negativo,0,0,1,sin_permiso
954,@user_0954,quién sí puede votar entonces...,neutro_pregunta,neutro,1,0,739,abstencion
955,@user_0955,todos los alumnos deberían poder votar.,en_contra_restriccion,negativo,1,0,484,abrir_voto_a_todos
956,@user_0956,staff y alumnos verificados sí pueden votar pls,explica_regla,neutro,0,0,12,sin_permiso
957,@user_0957,cuántos días de cuenta necesito para votar.,neutro_pregunta,neutro,1,1,611,abrir_voto_a_todos
958,@user_0958,soy alumno y aun asi no puedo emitir voto!,queja,negativo,0,0,9,sin_permiso
959,@user_0959,dice que mi cuenta no tiene permiso para votar pls,queja,negativo,0,0,19,sin_permiso
960,@user_0960,si eres sospechoso de bot no te dejan votar.,explica_regla,neutro,0,0,24,sin_permiso
961,@user_0961,soy alumno y aun asi no puedo emitir voto??,queja,negativo,0,0,9,sin_permiso
962,@user_0962,hay que tener correo institucional para votar!,explica_regla,neutro,1,1,992,a_favor_de_restringir
963,@user_0963,alguien sabe por qué no todos pueden votar,neutro_pregunta,neutro,1,0,1374,abrir_voto_a_todos
964,@user_0964,hay que tener correo institucional para votar!,explica_regla,neutro,1,1,415,a_favor_de_restringir
965,@user_0965,el botón de votar está gris qué significa pls,neutro_pregunta,neutro,0,0,1,sin_permiso
966,@user_0966,yo pago inscripción y no puedo votar absurdo.,en_contra_restriccion,negativo,1,1,1045,abrir_voto_a_todos
967,@user_0967,si no todos pueden votar para qué preguntan pls,en_contra_restriccion,negativo,0,0,11,sin_permiso
968,@user_0968,solo cuentas verificadas pueden votar,explica_regla,neutro,1,1,924,abstencion
969,@user_0969,si no todos pueden votar la encuesta no es válida pls,queja,negativo,0,0,5,sin_permiso
970,@user_0970,aparece el mensaje: no tienes permiso para votar...,queja,negativo,0,0,13,sin_permiso
971,@user_0971,quién sí puede votar entonces...,neutro_pregunta,neutro,0,0,14,sin_permiso
972,@user_0972,sin verificación de identidad no hay voto,explica_regla,neutro,1,1,786,abstencion
973,@user_0973,aparece el mensaje: no tienes permiso para votar??,queja,negativo,0,0,14,sin_permiso
974,@user_0974,las cuentas nuevas no pueden votar por seguridad...,explica_regla,neutro,0,0,14,sin_permiso
975,@user_0975,excluir gente del voto es antidemocrático,en_contra_restriccion,negativo,1,1,250,abrir_voto_a_todos
976,@user_0976,dónde veo si mi cuenta puede votar #encuesta,neutro_pregunta,neutro,1,1,776,a_favor_de_restringir
977,@user_0977,cuántos días de cuenta necesito para votar,neutro_pregunta,neutro,0,0,1,sin_permiso
978,@user_0978,limitar el voto es necesario en este foro pls,a_favor_restriccion,positivo,1,1,1111,a_favor_de_restringir
979,@user_0979,la regla de no todos pueden votar discrimina.,en_contra_restriccion,negativo,1,1,869,abstencion
980,@user_0980,si eres sospechoso de bot no te dejan votar pls,explica_regla,neutro,0,0,20,sin_permiso
981,@user_0981,sin filtro de voto gana quien tenga más bots,a_favor_restriccion,positivo,1,0,367,a_favor_de_restringir
982,@user_0982,excluir gente del voto es antidemocrático...,en_contra_restriccion,negativo,0,0,9,sin_permiso
983,@user_0983,limitar el voto es necesario en este foro.,a_favor_restriccion,positivo,1,1,496,abstencion
984,@user_0984,dice que mi cuenta no tiene permiso para votar!,queja,negativo,0,0,6,sin_permiso
985,@user_0985,hay una lista de quiénes sí votan,neutro_pregunta,neutro,1,1,735,abstencion
986,@user_0986,si eres sospechoso de bot no te dejan votar...,explica_regla,neutro,1,1,1103,a_favor_de_restringir
987,@user_0987,solo cuentas verificadas pueden votar,explica_regla,neutro,0,0,14,sin_permiso
988,@user_0988,esto silencia a los de nuevo ingreso...,en_contra_restriccion,negativo,1,1,1152,abrir_voto_a_todos
989,@user_0989,intenté votar tres veces y me rechaza #encuesta,queja,negativo,0,0,13,sin_permiso
990,@user_0990,la restricción de voto protege el resultado,a_favor_restriccion,positivo,1,1,994,a_favor_de_restringir
991,@user_0991,quitar la restricción ya #voto,en_contra_restriccion,negativo,1,1,477,abrir_voto_a_todos
992,@user_0992,intenté votar tres veces y me rechaza!,queja,negativo,0,0,6,sin_permiso
993,@user_0993,excluir gente del voto es antidemocrático #voto,en_contra_restriccion,negativo,0,0,3,sin_permiso
994,@user_0994,las cuentas nuevas no pueden votar por seguridad.,explica_regla,neutro,0,0,11,sin_permiso
995,@user_0995,si eres sospechoso de bot no te dejan votar!,explica_regla,neutro,0,0,26,sin_permiso
996,@user_0996,para votar necesitas más de 30 días de antigüedad #voto,explica_regla,neutro,0,0,6,sin_permiso
997,@user_0997,la regla de no todos pueden votar discrimina,en_contra_restriccion,negativo,0,0,19,sin_permiso
998,@user_0998,qué requisitos hay para poder votar!,neutro_pregunta,neutro,0,0,14,sin_permiso
999,@user_0999,está bien que no todos puedan votar así evitan bots pls,a_favor_restriccion,positivo,1,1,1039,a_favor_de_restringir
1000,@user_1000,hay que tener correo institucional para votar.,explica_regla,neutro,1,1,1280,abstencion
1001,@user_1001,staff y alumnos verificados sí pueden votar pls,explica_regla,neutro,0,0,15,sin_permiso
1002,@user_1002,mejor pocos votos reales que mil votos falsos #voto,a_favor_restriccion,positivo,1,1,993,a_favor_de_restringir
1003,@user_1003,el reglamento dice: no todos pueden votar #encuesta,explica_regla,neutro,0,0,11,sin_permiso
1004,@user_1004,quiero votar y la plataforma me bloquea,queja,negativo,0,0,13,sin_permiso
1005,@user_1005,moderación bloquea votos de cuentas recién creadas,explica_regla,neutro,1,1,52,abstencion
1006,@user_1006,quitar la restricción ya,en_contra_restriccion,negativo,1,1,1093,abrir_voto_a_todos
1007,@user_1007,abrir el voto a todos haría más legítima la encuesta,en_contra_restriccion,negativo,1,1,723,abstencion
1008,@user_1008,sin filtro de voto gana quien tenga más bots,a_favor_restriccion,positivo,1,1,1200,a_favor_de_restringir
1009,@user_1009,dice que mi cuenta no tiene permiso para votar.,queja,negativo,0,0,22,sin_permiso
1010,@user_1010,si no todos pueden votar para qué preguntan #voto,en_contra_restriccion,negativo,0,0,12,sin_permiso
1011,@user_1011,para votar necesitas más de 30 días de antigüedad pls,explica_regla,neutro,0,0,12,sin_permiso
1012,@user_1012,si no todos pueden votar la encuesta no es válida,queja,negativo,0,0,16,sin_permiso
1013,@user_1013,sin verificación de identidad no hay voto #encuesta,explica_regla,neutro,0,0,21,sin_permiso
1014,@user_1014,quiero votar y la plataforma me bloquea #voto,queja,negativo,0,0,20,sin_permiso
1015,@user_1015,quiero votar y la plataforma me bloquea,queja,negativo,0,0,19,sin_permiso
1016,@user_1016,la restricción de voto protege el resultado...,a_favor_restriccion,positivo,1,1,557,abstencion
1017,@user_1017,si no todos pueden votar para qué preguntan pls,en_contra_restriccion,negativo,0,0,1,sin_permiso
1018,@user_1018,el botón de votar está gris qué significa,neutro_pregunta,neutro,1,0,1586,abstencion
1019,@user_1019,dónde veo si mi cuenta puede votar #encuesta,neutro_pregunta,neutro,0,0,6,sin_permiso
1020,@user_1020,la restricción de voto protege el resultado.,a_favor_restriccion,positivo,1,0,921,a_favor_de_restringir
1021,@user_1021,sin filtro de voto gana quien tenga más bots...,a_favor_restriccion,positivo,1,0,682,a_favor_de_restringir
1022,@user_1022,solo cuentas verificadas pueden votar.,explica_regla,neutro,1,0,871,a_favor_de_restringir
1023,@user_1023,intenté votar tres veces y me rechaza #voto,queja,negativo,0,0,3,sin_permiso
1024,@user_1024,excluir gente del voto es antidemocrático,en_contra_restriccion,negativo,0,0,9,sin_permiso
1025,@user_1025,por qué no todos pueden votar en esta encuesta #voto,queja,negativo,0,0,24,sin_permiso
1026,@user_1026,hay una lista de quiénes sí votan #voto,neutro_pregunta,neutro,0,0,1,sin_permiso
1027,@user_1027,quién sí puede votar entonces...,neutro_pregunta,neutro,1,1,1100,a_favor_de_restringir
1028,@user_1028,moderación bloquea votos de cuentas recién creadas...,explica_regla,neutro,1,0,1072,abstencion
1029,@user_1029,todos los alumnos deberían poder votar...,en_contra_restriccion,negativo,0,0,2,sin_permiso
1030,@user_1030,no es justo que no todos puedan votar pls,queja,negativo,0,0,1,sin_permiso
1031,@user_1031,alguien sabe por qué no todos pueden votar,neutro_pregunta,neutro,1,1,961,abstencion
1032,@user_1032,no es justo que no todos puedan votar...,queja,negativo,0,0,7,sin_permiso
1033,@user_1033,qué requisitos hay para poder votar,neutro_pregunta,neutro,1,1,178,abstencion
1034,@user_1034,sin verificación de identidad no hay voto #voto,explica_regla,neutro,1,1,1057,abstencion
1035,@user_1035,moderación bloquea votos de cuentas recién creadas pls,explica_regla,neutro,1,1,892,abstencion
1036,@user_1036,quiero votar y la plataforma me bloquea #voto,queja,negativo,0,0,16,sin_permiso
1037,@user_1037,limitar el voto es necesario en este foro #voto,a_favor_restriccion,positivo,1,1,766,a_favor_de_restringir
1038,@user_1038,está bien que no todos puedan votar así evitan bots pls,a_favor_restriccion,positivo,1,0,910,abstencion
1039,@user_1039,si dejan votar a cualquiera manipulan la encuesta,a_favor_restriccion,positivo,1,1,330,a_favor_de_restringir
1040,@user_1040,puedo recuperar el permiso de voto.,neutro_pregunta,neutro,0,0,16,sin_permiso
1041,@user_1041,aparece el mensaje: no tienes permiso para votar #voto,queja,negativo,0,0,10,sin_permiso
1042,@user_1042,por qué no todos pueden votar en esta encuesta.,queja,negativo,0,0,3,sin_permiso
1043,@user_1043,todos los alumnos deberían poder votar,en_contra_restriccion,negativo,0,0,18,sin_permiso
1044,@user_1044,dice que mi cuenta no tiene permiso para votar,queja,negativo,0,0,15,sin_permiso
1045,@user_1045,está bien que no todos puedan votar así evitan bots pls,a_favor_restriccion,positivo,1,1,711,abstencion
1046,@user_1046,quién sí puede votar entonces!,neutro_pregunta,neutro,0,0,22,sin_permiso
1047,@user_1047,el botón de votar está gris qué significa #voto,neutro_pregunta,neutro,0,0,18,sin_permiso
1048,@user_1048,por qué no todos pueden votar en esta encuesta.,queja,negativo,0,0,12,sin_permiso
1049,@user_1049,hay que tener correo institucional para votar #encuesta,explica_regla,neutro,0,0,1,sin_permiso
1050,@user_1050,apoyo que solo voten cuentas verificadas,a_favor_restriccion,positivo,1,1,84,abstencion
1051,@user_1051,staff y alumnos verificados sí pueden votar #voto,explica_regla,neutro,1,1,497,abstencion
1052,@user_1052,sin verificación de identidad no hay voto.,explica_regla,neutro,1,1,835,abstencion
1053,@user_1053,quiero votar y la plataforma me bloquea #encuesta,queja,negativo,0,0,1,sin_permiso
1054,@user_1054,intenté votar tres veces y me rechaza!,queja,negativo,0,0,6,sin_permiso
1055,@user_1055,si no todos pueden votar la encuesta no es válida??,queja,negativo,0,0,18,sin_permiso
1056,@user_1056,solo cuentas verificadas pueden votar pls,explica_regla,neutro,1,1,1364,abstencion
1057,@user_1057,solo alumnos activos del semestre pueden votar,explica_regla,neutro,0,0,2,sin_permiso
1058,@user_1058,me sale error 403 al intentar votar.,queja,negativo,0,0,11,sin_permiso
1059,@user_1059,llevo poco tiempo registrado y no me deja votar pls,queja,negativo,0,0,13,sin_permiso
1060,@user_1060,todos los alumnos deberían poder votar,en_contra_restriccion,negativo,1,1,1109,abrir_voto_a_todos
1061,@user_1061,sin verificación de identidad no hay voto...,explica_regla,neutro,0,0,29,sin_permiso
1062,@user_1062,dónde veo si mi cuenta puede votar,neutro_pregunta,neutro,0,0,1,sin_permiso
1063,@user_1063,puedo recuperar el permiso de voto...,neutro_pregunta,neutro,1,1,1248,a_favor_de_restringir
1064,@user_1064,quiero votar y la plataforma me bloquea #encuesta,queja,negativo,0,0,6,sin_permiso
1065,@user_1065,hay una lista de quiénes sí votan,neutro_pregunta,neutro,0,0,3,sin_permiso
1066,@user_1066,yo pago inscripción y no puedo votar absurdo.,en_contra_restriccion,negativo,1,1,1434,abrir_voto_a_todos
1067,@user_1067,quiero votar y la plataforma me bloquea pls,queja,negativo,0,0,1,sin_permiso
1068,@user_1068,yo pago inscripción y no puedo votar absurdo #voto,en_contra_restriccion,negativo,1,1,914,abrir_voto_a_todos
1069,@user_1069,intenté votar tres veces y me rechaza pls,queja,negativo,0,0,24,sin_permiso
1070,@user_1070,todos los alumnos deberían poder votar.,en_contra_restriccion,negativo,1,1,814,abrir_voto_a_todos
1071,@user_1071,por qué no todos pueden votar en esta encuesta...,queja,negativo,0,0,18,sin_permiso
1072,@user_1072,apoyo que solo voten cuentas verificadas??,a_favor_restriccion,positivo,1,1,613,a_favor_de_restringir
1073,@user_1073,la regla de no todos pueden votar discrimina,en_contra_restriccion,negativo,1,1,586,abrir_voto_a_todos
